Nombre,Genero,Peso,Altura,Edad,Actividad Fisica,Ecuacion,Objetivos,Recomendacion,Calorias consumidas por dia,Carbohidratos,Proteinas,Lipidos,Desayuno,Almuerzo,Cena,Desayuno KCal,Almuerzo KCal,Cena KCal,Dia,Requerimiento (Kcal diarias)
Fernando Vargas,Hombre,81,236,64,1,Harris,Aumentar masa muscular,Hacer ejercicio,2901.3,284.0,102.6,39.1,Summer berry pavlova,Tuna balls with tomato sauce,Asian salmon fillets,86,394,293,Domingo,1942.8
Alma Dominguez,Mujer,48,195,19,3,Harris,Caminar,Hacer ejercicio,2183.2,278.6,83.2,39.7,Moroccan lamb and chickpea burgers,Crab tagliatelle,Moussaka,306,418,216,Lunes,1413.3
Alma Dominguez,Mujer,48,195,19,3,Harris,Caminar,Hacer ejercicio,2183.2,278.6,83.2,39.7,Jollof rice and chicken,Turkey and chickpea curry,Guacamole,377,447,82,Martes,1413.3
"Alma Dominguez,Mujer,48,195,19,3,Harris,Caminar,Hacer ejercicio,2183.2,278.6,83.2,39.7,""Warm bacon, flageolet bean and watercress salad"",Meatballs,Smoked salmon and chive mini tartlets,163,142,59,Miércoles,1413.3"
Alma Dominguez,Mujer,48,195,19,3,Harris,Caminar,Hacer ejercicio,2183.2,278.6,83.2,39.7,Venison and cranberry casserole,Jerk chicken with chargrilled pineapple salsa,Hearty Spanish omelette,265,378,387,Jueves,1413.3
Alma Dominguez,Mujer,48,195,19,3,Harris,Caminar,Hacer ejercicio,2183.2,278.6,83.2,39.7,Microwave mug: Apple and cinnamon fruity porridge,Savoy Coleslaw,Raspberry fruit spread,212,68,12,Viernes,1413.3
Alma Dominguez,Mujer,48,195,19,3,Harris,Caminar,Hacer ejercicio,2183.2,278.6,83.2,39.7,Harira,Chargrilled fennel salad,Chicken escalope with garlic and parsley sauce,308,85,176,Sábado,1413.3
Alma Dominguez,Mujer,48,195,19,3,Harris,Caminar,Hacer ejercicio,2183.2,278.6,83.2,39.7,Chicken balti,Raspberry frozen yogurt,Scallops with lime and chilli butter,334,57,153,Domingo,1413.3
Carlos Jimenez,Hombre,165,209,38,1,Harris,Subir de peso,Hacer ejercicio,1374.7,175.8,124.7,47.9,Marinated tofu kebabs,Virgin mojito,Microwave mug: Sesame salmon and broccoli,93,5,197,Lunes,3086.1
Carlos Jimenez,Hombre,165,209,38,1,Harris,Subir de peso,Hacer ejercicio,1374.7,175.8,124.7,47.9,Cauliflower pizza,Sweet and sour meatballs with veggie rice,Breakfast eggs with avocado and black beans,340,351,375,Martes,3086.1
Carlos Jimenez,Hombre,165,209,38,1,Harris,Subir de peso,Hacer ejercicio,1374.7,175.8,124.7,47.9,Courgette loaf,Tzatziki,Brussels and hash with poached egg,151,69,295,Miércoles,3086.1
"Carlos Jimenez,Hombre,165,209,38,1,Harris,Subir de peso,Hacer ejercicio,1374.7,175.8,124.7,47.9,Jelly treats,""Mint, pea and crème fraiche soup"",Apple and cranberry sauce,6,184,41,Jueves,3086.1"
Carlos Jimenez,Hombre,165,209,38,1,Harris,Subir de peso,Hacer ejercicio,1374.7,175.8,124.7,47.9,Spinach and ricotta cannelloni,Asparagus frittata,Rich fruit cake,171,176,200,Viernes,3086.1
Carlos Jimenez,Hombre,165,209,38,1,Harris,Subir de peso,Hacer ejercicio,1374.7,175.8,124.7,47.9,Spicy bean quesadillas,Cherry and chocolate dessert pot,White bean and lamb stew,371,115,340,Sábado,3086.1
Carlos Jimenez,Hombre,165,209,38,1,Harris,Subir de peso,Hacer ejercicio,1374.7,175.8,124.7,47.9,Roast butternut squash and red lentil soup,Extra-fruity hot cross buns,Beef chop suey,252,233,545,Domingo,3086.1
Irene Rodriguez,Mujer,52,153,59,1,Harris,Hacer mas actividad fisica,Bajar carbohidratos,1375.2,228.7,127.7,98.7,Rekha's Shirkhand,Herby stuffed aubergines,Sole goujons with vegetable chips,87,248,505,Lunes,1147.0
Irene Rodriguez,Mujer,52,153,59,1,Harris,Hacer mas actividad fisica,Bajar carbohidratos,1375.2,228.7,127.7,98.7,Spinach and Wensleydale stuffed portobello mushroom,Apricot crunch,Lamb and sweet potato hotpot,289,134,288,Martes,1147.0
Irene Rodriguez,Mujer,52,153,59,1,Harris,Hacer mas actividad fisica,Bajar carbohidratos,1375.2,228.7,127.7,98.7,Spicy pork ramen,Mixed vegetable and bean curry,Chargrilled red pepper and tomato salsa,491,252,65,Miércoles,1147.0
"Irene Rodriguez,Mujer,52,153,59,1,Harris,Hacer mas actividad fisica,Bajar carbohidratos,1375.2,228.7,127.7,98.7,""Microwave mug: Chocolate, banana and almond cups"",Greek homestyle chicken,Tofu goujons,83,312,270,Jueves,1147.0"
Irene Rodriguez,Mujer,52,153,59,1,Harris,Hacer mas actividad fisica,Bajar carbohidratos,1375.2,228.7,127.7,98.7,Baked cod with parsley and horseradish crust,Spaghetti carbonara,Gammon and pineapple stir fry,159,412,179,Viernes,1147.0
Irene Rodriguez,Mujer,52,153,59,1,Harris,Hacer mas actividad fisica,Bajar carbohidratos,1375.2,228.7,127.7,98.7,Soda bread pizzetta,Tortillas stuffed with chicken and salad,Hot souffle apples with creme fraiche,99,484,193,Sábado,1147.0
Irene Rodriguez,Mujer,52,153,59,1,Harris,Hacer mas actividad fisica,Bajar carbohidratos,1375.2,228.7,127.7,98.7,Gingerbread decorations,Light and fluffy watercress soup,Tropical fruit & wine ice lollies,45,149,34,Domingo,1147.0
Aurora Fernandez,Mujer,49,170,59,3,Mifflin,Tomar la glicemia,Bajar carbohidratos,2753.6,162.0,184.1,37.7,Gado gado,Chicken and lentil curry,Courgette fritters with salsa,370,332,130,Lunes,1096.5
Aurora Fernandez,Mujer,49,170,59,3,Mifflin,Tomar la glicemia,Bajar carbohidratos,2753.6,162.0,184.1,37.7,Quick fruit bread,Spicy tofu scramble,Marinated tofu kebabs,98,182,93,Martes,1096.5
Aurora Fernandez,Mujer,49,170,59,3,Mifflin,Tomar la glicemia,Bajar carbohidratos,2753.6,162.0,184.1,37.7,Guacamole,Spicy tofu scramble,Cod and salmon burgers,82,182,343,Miércoles,1096.5
Aurora Fernandez,Mujer,49,170,59,3,Mifflin,Tomar la glicemia,Bajar carbohidratos,2753.6,162.0,184.1,37.7,Roasted swordfish with salsa on puy lentils,Venison and cranberry casserole,Pork with creamy leek sauce,463,265,223,Jueves,1096.5
Aurora Fernandez,Mujer,49,170,59,3,Mifflin,Tomar la glicemia,Bajar carbohidratos,2753.6,162.0,184.1,37.7,Baked cod with parsley and horseradish crust,Bean and mushroom enchiladas,Braised pork with mushrooms and butterbeans,159,500,185,Viernes,1096.5
Aurora Fernandez,Mujer,49,170,59,3,Mifflin,Tomar la glicemia,Bajar carbohidratos,2753.6,162.0,184.1,37.7,Courgette fritters with salsa,Fruity French toast,Mexican turkey meatballs,130,245,325,Sábado,1096.5
"Aurora Fernandez,Mujer,49,170,59,3,Mifflin,Tomar la glicemia,Bajar carbohidratos,2753.6,162.0,184.1,37.7,""Salmon, red onion and sweet pepper wraps"",Chicken and soya bean salad,Tropical fruit & wine ice lollies,396,390,34,Domingo,1096.5"
Agnes Rodriguez,Mujer,49,175,66,2,Mifflin,Subir de peso,Bajar carbohidratos,2157.0,258.7,113.4,39.9,Murgh salun (chicken curry),Tomato ketchup,Grilled lemon and chilli chicken with couscous,328,19,346,Lunes,1092.8
Agnes Rodriguez,Mujer,49,175,66,2,Mifflin,Subir de peso,Bajar carbohidratos,2157.0,258.7,113.4,39.9,Creamy bacon and rosemary pasta,Vegetable and chickpea tagine,Beefburger,437,215,321,Martes,1092.8
Agnes Rodriguez,Mujer,49,175,66,2,Mifflin,Subir de peso,Bajar carbohidratos,2157.0,258.7,113.4,39.9,Pasta in brodo,Salmon on fennel ratatouille,Chilli bean soup with avocado salsa,463,421,178,Miércoles,1092.8
Agnes Rodriguez,Mujer,49,175,66,2,Mifflin,Subir de peso,Bajar carbohidratos,2157.0,258.7,113.4,39.9,Red lentil soup,Herby stuffed aubergines,Potato pancakes with mushroom sauce,253,248,330,Jueves,1092.8
Agnes Rodriguez,Mujer,49,175,66,2,Mifflin,Subir de peso,Bajar carbohidratos,2157.0,258.7,113.4,39.9,Mini spiced orange pancakes,Super soba noodles,Courgette loaf,37,400,151,Viernes,1092.8
Agnes Rodriguez,Mujer,49,175,66,2,Mifflin,Subir de peso,Bajar carbohidratos,2157.0,258.7,113.4,39.9,Roasted swordfish with salsa on puy lentils,Mushroom and spring onion omelette,Gazpacho,463,251,100,Sábado,1092.8
Agnes Rodriguez,Mujer,49,175,66,2,Mifflin,Subir de peso,Bajar carbohidratos,2157.0,258.7,113.4,39.9,pressure cooked bean chilli,Tiny crab tartlets,Speedy salmon pasta,330,22,520,Domingo,1092.8
"Ricardo Ortega,Hombre,127,154,60,3,Mifflin,Come HC en 10 min ,Bajar carbohidratos,1264.8,275.0,94.0,77.4,Portobello mushroom burgers,Spicy potato wedges,""Roasted cauliflower, paneer and chickpea curry"",306,278,352,Lunes,1937.5"
Ricardo Ortega,Hombre,127,154,60,3,Mifflin,Come HC en 10 min ,Bajar carbohidratos,1264.8,275.0,94.0,77.4,Golden Soup,Cauliflower stir fry,Super soba noodles,63,228,400,Martes,1937.5
"Ricardo Ortega,Hombre,127,154,60,3,Mifflin,Come HC en 10 min ,Bajar carbohidratos,1264.8,275.0,94.0,77.4,Baked cod with parsley and horseradish crust,""White bean, tuna and lemon salad"",Harissa tomato tarts,159,284,260,Miércoles,1937.5"
"Ricardo Ortega,Hombre,127,154,60,3,Mifflin,Come HC en 10 min ,Bajar carbohidratos,1264.8,275.0,94.0,77.4,Brussels sprout gratin,""Sweet potato, chickpea and carrot tagine with couscous"",Chicken chow mein,156,348,408,Jueves,1937.5"
Ricardo Ortega,Hombre,127,154,60,3,Mifflin,Come HC en 10 min ,Bajar carbohidratos,1264.8,275.0,94.0,77.4,Rich fruit cake,Blueberry yogurt cake with muesli base,Conchiglie with roasted tomato and tiger prawn,200,148,363,Viernes,1937.5
Ricardo Ortega,Hombre,127,154,60,3,Mifflin,Come HC en 10 min ,Bajar carbohidratos,1264.8,275.0,94.0,77.4,Chilled pizza,Skewered fruit with dipping sauces,Tuscan bean soup,266,102,147,Sábado,1937.5
Ricardo Ortega,Hombre,127,154,60,3,Mifflin,Come HC en 10 min ,Bajar carbohidratos,1264.8,275.0,94.0,77.4,Macaroni cheese,Honey-roasted parsnips and carrots,Banana bread,444,215,171,Domingo,1937.5
"Gabriel Rodriguez,Hombre,88,208,50,2,Mifflin,Hacer mas actividad fisica,Hacer ejercicio,2870.0,110.1,126.4,68.5,Mulled apple juice,""Pasta with aubergine, courgettes, ricotta and pine nuts"",Callaloo (crab and spinach soup),41,432,118,Lunes,1935.0"
Gabriel Rodriguez,Hombre,88,208,50,2,Mifflin,Hacer mas actividad fisica,Hacer ejercicio,2870.0,110.1,126.4,68.5,Spicy vegetable samosas,Courgette loaf,Turkey and cranberry pinwheel tortillas,205,151,90,Martes,1935.0
Gabriel Rodriguez,Hombre,88,208,50,2,Mifflin,Hacer mas actividad fisica,Hacer ejercicio,2870.0,110.1,126.4,68.5,Mixed bean chilli,Roasted swordfish with salsa on puy lentils,Stuffed parathas,407,463,78,Miércoles,1935.0
Gabriel Rodriguez,Hombre,88,208,50,2,Mifflin,Hacer mas actividad fisica,Hacer ejercicio,2870.0,110.1,126.4,68.5,Moussaka,Baked veggie breakfast,Vegetarian shepherd’s pie with sweet potato mash,216,259,229,Jueves,1935.0
Gabriel Rodriguez,Hombre,88,208,50,2,Mifflin,Hacer mas actividad fisica,Hacer ejercicio,2870.0,110.1,126.4,68.5,Spicy crab tortilla,Scallops with lime and chilli butter,Minced beef and vegetable filo pie,336,153,316,Viernes,1935.0
Gabriel Rodriguez,Hombre,88,208,50,2,Mifflin,Hacer mas actividad fisica,Hacer ejercicio,2870.0,110.1,126.4,68.5,Chana chaat (mixed bean salad),Caramelised leek quiche,Shakshuka,157,191,259,Sábado,1935.0
Gabriel Rodriguez,Hombre,88,208,50,2,Mifflin,Hacer mas actividad fisica,Hacer ejercicio,2870.0,110.1,126.4,68.5,Fish curry,Polenta with roasted vegetables,Prawn & dill open sandwich,350,315,201,Domingo,1935.0
Alba Lopez,Mujer,50,182,26,1,Mifflin,Subir de peso,Comer mas verduras,1811.7,210.4,156.8,92.1,Chicken nuggets,Sweet pepper pancakes with tangy tomato relish,All-in-one Asian salmon and broccoli traybake,292,39,339,Lunes,1346.5
Alba Lopez,Mujer,50,182,26,1,Mifflin,Subir de peso,Comer mas verduras,1811.7,210.4,156.8,92.1,Jerk chicken,Afghan salad,Stuffed baked aubergine,272,92,235,Martes,1346.5
Alba Lopez,Mujer,50,182,26,1,Mifflin,Subir de peso,Comer mas verduras,1811.7,210.4,156.8,92.1,Sesame crusted salmon and green bean salad,Sea bream with spring onion and baby carrots,Caramelised onion moutabal,408,213,93,Miércoles,1346.5
Alba Lopez,Mujer,50,182,26,1,Mifflin,Subir de peso,Comer mas verduras,1811.7,210.4,156.8,92.1,Poached fruit crumble,Mushroom risotto,Summerberry smoothie,331,282,100,Jueves,1346.5
Alba Lopez,Mujer,50,182,26,1,Mifflin,Subir de peso,Comer mas verduras,1811.7,210.4,156.8,92.1,Baked veggie breakfast,Jelly treats,Caramelised onion moutabal,259,6,93,Viernes,1346.5
Alba Lopez,Mujer,50,182,26,1,Mifflin,Subir de peso,Comer mas verduras,1811.7,210.4,156.8,92.1,Savoy Coleslaw,2-ingredient pancakes ,Mexican tuna pâté,68,343,116,Sábado,1346.5
Alba Lopez,Mujer,50,182,26,1,Mifflin,Subir de peso,Comer mas verduras,1811.7,210.4,156.8,92.1,Chicken and soya bean salad,Breakfast crostini,Courgette fritters with salsa,390,297,130,Domingo,1346.5
Tomas Castro,Hombre,159,198,49,1,Harris,Mantener peso,Revisar grasas y azucares,2771.1,226.7,164.5,32.5,Mackerel with tomatoes,Strawberry tart,Vegetable chilli,277,136,129,Lunes,2890.5
Tomas Castro,Hombre,159,198,49,1,Harris,Mantener peso,Revisar grasas y azucares,2771.1,226.7,164.5,32.5,Greek-style chicken pittas,Baked cod with parsley and horseradish crust,Roast butternut squash and red lentil soup,396,159,252,Martes,2890.5
Tomas Castro,Hombre,159,198,49,1,Harris,Mantener peso,Revisar grasas y azucares,2771.1,226.7,164.5,32.5,Mini filo pumpkin pies,Tomato and red pepper risotto,Stuffed baked aubergine,106,385,235,Miércoles,2890.5
"Tomas Castro,Hombre,159,198,49,1,Harris,Mantener peso,Revisar grasas y azucares,2771.1,226.7,164.5,32.5,""Watermelon, butterbean and feta salad"",Keralan-style vegetable curry,Chana chaat (mixed bean salad),124,237,157,Jueves,2890.5"
"Tomas Castro,Hombre,159,198,49,1,Harris,Mantener peso,Revisar grasas y azucares,2771.1,226.7,164.5,32.5,Microwave mug: Cheesy chive and pea muffin,""Salmon, red onion and sweet pepper wraps"",Vegetarian lasagne,266,396,358,Viernes,2890.5"
Tomas Castro,Hombre,159,198,49,1,Harris,Mantener peso,Revisar grasas y azucares,2771.1,226.7,164.5,32.5,Bang bang chicken salad,Vegetable pizza,Cod with tomato sauce,317,312,256,Sábado,2890.5
Tomas Castro,Hombre,159,198,49,1,Harris,Mantener peso,Revisar grasas y azucares,2771.1,226.7,164.5,32.5,Roast mackerel with a curried coriander crust,Apricot porridge with toasted seeds,Halloween biscuits,288,215,55,Domingo,2890.5
Jose Mendoza,Hombre,105,176,36,3,Harris,Caminar,Bajar carbohidratos,2380.1,207.3,170.9,92.8,Summer vegetables with citrus dressing,Soda bread,Chicken bravas,102,240,29,Lunes,2135.3
Jose Mendoza,Hombre,105,176,36,3,Harris,Caminar,Bajar carbohidratos,2380.1,207.3,170.9,92.8,Gammon and pineapple stir fry,Green summer soup,Prawn and vegetable tempura,179,169,180,Martes,2135.3
"Jose Mendoza,Hombre,105,176,36,3,Harris,Caminar,Bajar carbohidratos,2380.1,207.3,170.9,92.8,Savoy Coleslaw,Vegetable ragu and pasta,""Microwave mug: Chocolate, banana and almond cups"",68,421,83,Miércoles,2135.3"
"Jose Mendoza,Hombre,105,176,36,3,Harris,Caminar,Bajar carbohidratos,2380.1,207.3,170.9,92.8,Microwave mug: Sesame salmon and broccoli,""Almond, apricot and pumpkin seed granola"",""Chicken, corn & lentil pilaf"",197,187,408,Jueves,2135.3"
Jose Mendoza,Hombre,105,176,36,3,Harris,Caminar,Bajar carbohidratos,2380.1,207.3,170.9,92.8,Tabbouleh,Asparagus frittata,Marinated tofu kebabs,444,176,93,Viernes,2135.3
Jose Mendoza,Hombre,105,176,36,3,Harris,Caminar,Bajar carbohidratos,2380.1,207.3,170.9,92.8,Southern style chicken,Phulouri (split pea fritters with hot sauce),Andean-style quinoa,193,295,523,Sábado,2135.3
Jose Mendoza,Hombre,105,176,36,3,Harris,Caminar,Bajar carbohidratos,2380.1,207.3,170.9,92.8,Mini blueberry pancakes,Pyaaj pakora baked battered onions,Poached salmon blinis,102,66,63,Domingo,2135.3
Fabiola Morales,Mujer,48,181,64,1,Harris,Mantener peso,Hacer ejercicio,1873.3,229.1,102.7,82.6,Coconut rice pudding,Vegetable and chickpea tagine,Garlic bread,206,215,52,Lunes,1175.1
Fabiola Morales,Mujer,48,181,64,1,Harris,Mantener peso,Hacer ejercicio,1873.3,229.1,102.7,82.6,Roast turkey,Callaloo (crab and spinach soup),Corn chowder with sweet potato croutons,243,118,313,Martes,1175.1
Fabiola Morales,Mujer,48,181,64,1,Harris,Mantener peso,Hacer ejercicio,1873.3,229.1,102.7,82.6,Chinese steamed trout,Bouillabaisse,Pasta in brodo,325,280,463,Miércoles,1175.1
Fabiola Morales,Mujer,48,181,64,1,Harris,Mantener peso,Hacer ejercicio,1873.3,229.1,102.7,82.6,Tandoori chicken and vegetables,Light and fluffy watercress soup,French onion soup,318,149,326,Jueves,1175.1
Fabiola Morales,Mujer,48,181,64,1,Harris,Mantener peso,Hacer ejercicio,1873.3,229.1,102.7,82.6,Spicy butternut squash soup,Roast chicken,Baked veggie breakfast,204,209,259,Viernes,1175.1
Fabiola Morales,Mujer,48,181,64,1,Harris,Mantener peso,Hacer ejercicio,1873.3,229.1,102.7,82.6,Szechuan chicken,Raspberry shortbread mess,Pork Chilindron,198,170,269,Sábado,1175.1
Fabiola Morales,Mujer,48,181,64,1,Harris,Mantener peso,Hacer ejercicio,1873.3,229.1,102.7,82.6,Spicy tofu scramble,Beefburger,Vegetable satay,182,321,292,Domingo,1175.1
Helena Romero,Mujer,79,170,20,2,Mifflin,Bajar de peso,Revisar grasas y azucares,1593.8,178.5,169.1,99.2,Courgette loaf,Butterbean pâté,Warm lentil and goats cheese salad,151,121,154,Lunes,1591.5
Helena Romero,Mujer,79,170,20,2,Mifflin,Bajar de peso,Revisar grasas y azucares,1593.8,178.5,169.1,99.2,Stuffed baked aubergine,Pork with creamy leek sauce,Vegetable moussaka,235,223,168,Martes,1591.5
Helena Romero,Mujer,79,170,20,2,Mifflin,Bajar de peso,Revisar grasas y azucares,1593.8,178.5,169.1,99.2,Apple and cranberry sauce,Aubergine ‘meatballs’ with tomato sauce and courgette,Marinated mackerel salad,41,260,186,Miércoles,1591.5
Helena Romero,Mujer,79,170,20,2,Mifflin,Bajar de peso,Revisar grasas y azucares,1593.8,178.5,169.1,99.2,Red lentil soup,Cauliflower stir fry,Light and fluffy watercress soup,253,228,149,Jueves,1591.5
Helena Romero,Mujer,79,170,20,2,Mifflin,Bajar de peso,Revisar grasas y azucares,1593.8,178.5,169.1,99.2,Soda bread pizzetta,Roast pepper and sundried tomato crostini,Mini summer puddings,99,41,190,Viernes,1591.5
Helena Romero,Mujer,79,170,20,2,Mifflin,Bajar de peso,Revisar grasas y azucares,1593.8,178.5,169.1,99.2,Mushroom ragu,Warm spiced tropical fruits with coconut yogurt,Marinated monkfish,179,91,342,Sábado,1591.5
Helena Romero,Mujer,79,170,20,2,Mifflin,Bajar de peso,Revisar grasas y azucares,1593.8,178.5,169.1,99.2,Summer berry posset,Apple Charlotte,Aubergine parmigiana,113,165,247,Domingo,1591.5
Tomas Mendoza,Hombre,86,184,51,1,Mifflin,Subir de peso,Hacer ejercicio,1466.9,138.0,164.8,74.9,Tortillas stuffed with chicken and salad,Shellfish risotto,Tabbouleh,484,267,444,Lunes,1760.0
Tomas Mendoza,Hombre,86,184,51,1,Mifflin,Subir de peso,Hacer ejercicio,1466.9,138.0,164.8,74.9,Chicken casserole,Fruity chocolate traybake,Char siu chicken skewers & sweet peppers,274,93,124,Martes,1760.0
Tomas Mendoza,Hombre,86,184,51,1,Mifflin,Subir de peso,Hacer ejercicio,1466.9,138.0,164.8,74.9,Guacamole,Spinach and Wensleydale stuffed portobello mushroom,Grilled chicken salad with avocado dressing,82,289,349,Miércoles,1760.0
Tomas Mendoza,Hombre,86,184,51,1,Mifflin,Subir de peso,Hacer ejercicio,1466.9,138.0,164.8,74.9,Burritos,Strawberry tart,Moroccan lamb and chickpea burgers,351,136,306,Jueves,1760.0
Tomas Mendoza,Hombre,86,184,51,1,Mifflin,Subir de peso,Hacer ejercicio,1466.9,138.0,164.8,74.9,Apple & cranberry bircher muesli,Blackberry upside down puddings,Garlic and pea stuffed mussels with parmesan crust,289,228,18,Viernes,1760.0
Tomas Mendoza,Hombre,86,184,51,1,Mifflin,Subir de peso,Hacer ejercicio,1466.9,138.0,164.8,74.9,Turkey and cranberry pinwheel tortillas,Seafood risotto,Fish curry,90,374,350,Sábado,1760.0
Tomas Mendoza,Hombre,86,184,51,1,Mifflin,Subir de peso,Hacer ejercicio,1466.9,138.0,164.8,74.9,Turkey and chickpea curry,Tutti frutti frozen yogurt bark,Smoky roast vegetables with sesame yogurt,447,153,271,Domingo,1760.0
Analia Dominguez,Mujer,80,147,68,2,Mifflin,Mantener peso,Revisar grasas y azucares,1695.4,204.1,169.4,43.5,Poached fruit crumble,Spiced mince and lentil stuffed peppers,Vietnamese beef salad,331,389,169,Lunes,1217.8
Analia Dominguez,Mujer,80,147,68,2,Mifflin,Mantener peso,Revisar grasas y azucares,1695.4,204.1,169.4,43.5,Aubergine and courgette Parmesan bake,Greek homestyle chicken,Cherry and chocolate dessert pot,222,312,115,Martes,1217.8
Analia Dominguez,Mujer,80,147,68,2,Mifflin,Mantener peso,Revisar grasas y azucares,1695.4,204.1,169.4,43.5,Blackberry upside down puddings,Vegetable pakoras,Pad Thai,228,106,408,Miércoles,1217.8
"Analia Dominguez,Mujer,80,147,68,2,Mifflin,Mantener peso,Revisar grasas y azucares,1695.4,204.1,169.4,43.5,""Roasted cauliflower, paneer and chickpea curry"",""Mint, pea and crème fraiche soup"",Barley pilaf with tofu,352,184,571,Jueves,1217.8"
"Analia Dominguez,Mujer,80,147,68,2,Mifflin,Mantener peso,Revisar grasas y azucares,1695.4,204.1,169.4,43.5,Spiced apple polenta bites,Summer berry posset,""Butterbean, parsley and thyme stuffed mushrooms"",50,113,27,Viernes,1217.8"
Analia Dominguez,Mujer,80,147,68,2,Mifflin,Mantener peso,Revisar grasas y azucares,1695.4,204.1,169.4,43.5,Cod with roasted winter veggies,Turkey in creamy leek and parsley sauce,Sweet and sour meatballs with veggie rice,383,241,351,Sábado,1217.8
"Analia Dominguez,Mujer,80,147,68,2,Mifflin,Mantener peso,Revisar grasas y azucares,1695.4,204.1,169.4,43.5,""Chicken, borlotti bean & vegetable soup with pistou"",Fillet of lamb with minted couscous,""Spinach, lemon and feta salad"",212,383,119,Domingo,1217.8"
Alejandra Castillo,Mujer,63,173,60,1,Harris,Come HC en 10 min ,Bajar carbohidratos,2214.2,145.5,186.8,85.6,Turkey burger,Savoy Coleslaw,Mini Christmas puddings,297,68,89,Lunes,1306.3
"Alejandra Castillo,Mujer,63,173,60,1,Harris,Come HC en 10 min ,Bajar carbohidratos,2214.2,145.5,186.8,85.6,""Warm bacon, flageolet bean and watercress salad"",Power porridge,Fruity coronation chicken pitta,163,290,393,Martes,1306.3"
"Alejandra Castillo,Mujer,63,173,60,1,Harris,Come HC en 10 min ,Bajar carbohidratos,2214.2,145.5,186.8,85.6,Cod with roasted winter veggies,""Roasted cauliflower, paneer and chickpea curry"",Vermicelli kheer pudding,383,352,225,Miércoles,1306.3"
Alejandra Castillo,Mujer,63,173,60,1,Harris,Come HC en 10 min ,Bajar carbohidratos,2214.2,145.5,186.8,85.6,Sticky lemon polenta cake,Summer berry crush,Mushroom and spring onion omelette,118,137,251,Jueves,1306.3
Alejandra Castillo,Mujer,63,173,60,1,Harris,Come HC en 10 min ,Bajar carbohidratos,2214.2,145.5,186.8,85.6,Mussels and spring vegetable soup,Squid and prawn skewers,Warm spiced tropical fruits with coconut yogurt,227,42,91,Viernes,1306.3
Alejandra Castillo,Mujer,63,173,60,1,Harris,Come HC en 10 min ,Bajar carbohidratos,2214.2,145.5,186.8,85.6,Mixed vegetable and bean curry,Turkey in creamy leek and parsley sauce,Southern style chicken,252,241,193,Sábado,1306.3
Alejandra Castillo,Mujer,63,173,60,1,Harris,Come HC en 10 min ,Bajar carbohidratos,2214.2,145.5,186.8,85.6,Minced beef and vegetable filo pie,Apple Strudel,Popcorn,316,118,34,Domingo,1306.3
Ivan Perez,Hombre,132,212,40,3,Mifflin,Hacer mas actividad fisica,Comer mas verduras,2428.6,138.2,107.0,50.3,Rekha's Shirkhand,Roast butternut squash and red lentil soup,Roast squash and crunchy chickpea chicken salad,87,252,362,Lunes,2450.0
"Ivan Perez,Hombre,132,212,40,3,Mifflin,Hacer mas actividad fisica,Comer mas verduras,2428.6,138.2,107.0,50.3,Sweet potato latkes with apple sauce,""Salmon, red onion and sweet pepper wraps"",Raspberry shortbread mess,68,396,170,Martes,2450.0"
Ivan Perez,Hombre,132,212,40,3,Mifflin,Hacer mas actividad fisica,Comer mas verduras,2428.6,138.2,107.0,50.3,Panna cotta with fruit compote,Irish stew and colcannon,Thai style noodles with gingered pork,128,577,545,Miércoles,2450.0
Ivan Perez,Hombre,132,212,40,3,Mifflin,Hacer mas actividad fisica,Comer mas verduras,2428.6,138.2,107.0,50.3,Roast butternut squash and red lentil soup,Warm spiced tropical fruits with coconut yogurt,Savoy Coleslaw,252,91,68,Jueves,2450.0
Ivan Perez,Hombre,132,212,40,3,Mifflin,Hacer mas actividad fisica,Comer mas verduras,2428.6,138.2,107.0,50.3,Chocolate and banana mousse,Smoked salmon and chive mini tartlets,Spiced apple polenta bites,226,59,50,Viernes,2450.0
Ivan Perez,Hombre,132,212,40,3,Mifflin,Hacer mas actividad fisica,Comer mas verduras,2428.6,138.2,107.0,50.3,Jelly treats,Chestnut and apricot stuffing,Celeriac mash,6,147,98,Sábado,2450.0
Ivan Perez,Hombre,132,212,40,3,Mifflin,Hacer mas actividad fisica,Comer mas verduras,2428.6,138.2,107.0,50.3,Fish tea,Christmas pudding,Warm exotic fruit salad,241,159,112,Domingo,2450.0
Quirino Ramos,Hombre,119,177,26,3,Mifflin,Mantener peso,Hacer ejercicio,1304.5,166.5,171.3,88.5,Cowboy-style pork and beans,Turkey in creamy leek and parsley sauce,Butterbean pâté,368,241,121,Lunes,2171.2
"Quirino Ramos,Hombre,119,177,26,3,Mifflin,Mantener peso,Hacer ejercicio,1304.5,166.5,171.3,88.5,Chana chaat (mixed bean salad),Cranberry sauce,""Almond, apricot and pumpkin seed granola"",157,21,187,Martes,2171.2"
Quirino Ramos,Hombre,119,177,26,3,Mifflin,Mantener peso,Hacer ejercicio,1304.5,166.5,171.3,88.5,Chestnut and apricot stuffing,Orange fruit spread,Potato and lentil curry,147,16,282,Miércoles,2171.2
Quirino Ramos,Hombre,119,177,26,3,Mifflin,Mantener peso,Hacer ejercicio,1304.5,166.5,171.3,88.5,Mini spiced orange pancakes,Cauliflower kedgeree,Turkey and chickpea curry,37,286,447,Jueves,2171.2
